"Package","Version","LibPath","Depends","Imports","LinkingTo","Remotes","GithubRepo","GithubUsername","GithubRef","GithubSHA1","GithubSubFolder","Repository","GitSubFolder"
"utf8","1.2.4","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"uuid","1.1-1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"vctrs","0.6.4","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","cli (>= 3.4.0), glue, lifecycle (>= 1.0.3), rlang (>= 1.1.0)","","",NA,NA,NA,NA,NA,"CRAN",NA
"versions","0.3","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"VGAM","1.1-9","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","methods, stats, stats4, splines","","","",NA,NA,NA,NA,NA,"CRAN",NA
"viridis","0.6.4","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","viridisLite (>= 0.4.0)","ggplot2 (>= 1.0.1), gridExtra","","",NA,NA,NA,NA,NA,"CRAN",NA
"viridisLite","0.4.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"RSPM",NA
"visNetwork","2.1.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","htmlwidgets, htmltools, jsonlite, magrittr, utils, methods, grDevices, stats","","",NA,NA,NA,NA,NA,"RSPM",NA
"visualTest","1.0.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","graphics, grDevices, methods, stats, tools","","",NA,NA,NA,NA,NA,"https://predictiveecology.r-universe.dev",NA
"vroom","1.6.4","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","bit64, cli (>= 3.2.0), crayon, glue, hms, lifecycle (>=        1.0.3), methods, rlang (>= 0.4.2), stats, tibble (>= 2.0.0), tidyselect, tzdb (>= 0.1.1), vctrs (>= 0.2.0), withr","","",NA,NA,NA,NA,NA,"CRAN",NA
"waldo","0.5.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","cli, diffobj (>= 0.3.4), fansi, glue, methods, rematch2, rlang        (>= 1.0.0), tibble","","",NA,NA,NA,NA,NA,"CRAN",NA
"webshot","0.5.4","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","magrittr, jsonlite, callr","","",NA,NA,NA,NA,NA,"CRAN",NA
"whisker","0.4.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"widgetframe","0.3.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","htmlwidgets","htmltools, purrr, magrittr, utils, tools","","",NA,NA,NA,NA,NA,"RSPM",NA
"withr","2.5.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","graphics, grDevices, stats","","",NA,NA,NA,NA,NA,"CRAN",NA
"wk","0.9.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"WriteXLS","6.4.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","utils","","",NA,NA,NA,NA,NA,"CRAN",NA
"xfun","0.40","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","stats, tools","","",NA,NA,NA,NA,NA,"CRAN",NA
"XML","3.99-0.17","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","methods, utils","","","",NA,NA,NA,NA,NA,"CRAN",NA
"xml2","1.3.5","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","methods","","",NA,NA,NA,NA,NA,"CRAN",NA
"xopen","1.0.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","processx","","",NA,NA,NA,NA,NA,"CRAN",NA
"xtable","1.8-4","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","stats, utils","","",NA,NA,NA,NA,NA,"CRAN",NA
"yaml","2.3.7","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"yulab.utils","0.0.6","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","stats, utils","","",NA,NA,NA,NA,NA,"CRAN",NA
"zip","2.3.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"zoo","1.8-12","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","stats","utils, graphics, grDevices, lattice (>= 0.20-27)","","",NA,NA,NA,NA,NA,"CRAN",NA
